Guide	Gene	c1	c2	c3	t1	t2	t3	t4
Pdia5_-_35490614.23-P1P2	Pdia5	12363	3586	2849	11823	7117	1668	1297
Txndc11_+_11134502.23-P1P2	Txndc11	3832	1184	953	3682	2416	513	414
non-targeting_01085	non-targeting	12885	3964	3123	11434	7196	1818	1247
Txn1_-_57956283.23-P1P2	Txn1	2137	798	543	1965	1005	340	255
Hspe1_-_55088377.23-P1P2	Hspe1	13486	3966	3114	12333	7516	1835	1309
non-targeting_00822	non-targeting	20277	5797	4383	18173	9924	2412	1734
non-targeting_00535	non-targeting	6209	2105	1577	5770	2735	923	601
Cryab_+_50753410.23-P1P2	Cryab	11965	3433	2639	11539	6856	1610	1181
Hspb6_-_30553327.23-P1P2	Hspb6	18011	5222	3814	16549	8646	2684	1694
non-targeting_00285	non-targeting	3474	1233	1050	3386	1915	505	403
Tor1b_+_30953052.23-P1P2	Tor1b	9486	2679	2065	8693	5561	1346	890
Dnajc5b_-_19508644.23-P1P2	Dnajc5b	6210	2175	1721	6022	3392	994	714
Cct4_+_22990679.23-P1P2	Cct4	10466	2721	2042	8917	5154	1201	869
Dnajc1_-_18392778.23-P1P2	Dnajc1	7351	2233	1664	6550	3276	1020	662
Cct6b_+_82764277.23-P1P2	Cct6b	6175	1590	1254	5798	3307	751	628
Ttc26_-_38381485.23-P1P2	Ttc26	1032	385	244	824	692	126	133
Ppid_+_79591453.23-P1P2	Ppid	2931	936	738	2968	1708	464	269
Afg3l2_-_67448946.23-P1P2	Afg3l2	2759	878	593	2345	929	371	310
Pdia4_+_47813149.23-P1P2	Pdia4	11436	3485	2516	11165	6306	1689	1211
Ppic_-_53417943.23-P1P2	Ppic	13911	3648	2576	11568	6172	1370	1011
Ttc25_-_100545887.23-P1P2	Ttc25	12119	3704	2718	11254	6338	1654	1299
Dnajc9_-_20388814.23-P1P2	Dnajc9	14034	4541	3426	11452	6995	1995	1392
non-targeting_01113	non-targeting	9548	2914	2218	8691	4731	1314	855
non-targeting_00829	non-targeting	10182	3293	2520	9261	4834	1320	986
Ttc39a_-_109407216.23-P1P2	Ttc39a	12564	4149	3146	12221	6649	1758	1321
non-targeting_01606	non-targeting	8656	2628	2008	7750	4327	1252	811
Ptplad1_-_65021344.23-P1P2	Ptplad1	9356	2460	1958	5093	3362	861	667
Ttc18_-_20452147.23-P1P2	Ttc18	2767	1082	910	2930	1943	474	419
Clgn_-_83389914.23-P1P2	Clgn	6328	1623	1256	5498	3526	714	468
Cdc37_-_21149904.23-P1P2	Cdc37	6309	1618	1266	5865	3655	694	584
Ttc24_+_88072010.23-P1	Ttc24	6375	2279	1723	6665	3390	954	716
Odf1_+_38219593.23-P1P2	Odf1	16705	4919	3851	14965	9251	2427	1488
Lrrc6_-_66500818.23-P1P2	Lrrc6	5992	2000	1513	5955	2989	926	627
Hspa12a_-_58860924.23-P1P2	Hspa12a	15178	4129	3224	13720	7291	1814	1320
Ttc28_-_110879830.23-P1P2	Ttc28	20486	5685	4289	17903	10660	2780	1749
Dnajc30_-_135064253.23-P1P2	Dnajc30	4508	1414	1018	4242	2584	699	439
non-targeting_01082	non-targeting	4309	1081	852	4132	2426	481	391
Dnajc24_+_106003175.23-P1P2	Dnajc24	17056	5631	4275	14136	8137	2186	1603
Hsp90b1_+_86705454.23-P1P2	Hsp90b1	10535	2859	2269	9758	5158	1211	986
P4ha1_+_59323573.23-P1P2	P4ha1	9022	2544	1938	9237	5053	1203	781
Mcmbp_+_128740428.23-P1P2	Mcmbp	9677	2291	1730	8399	4674	1037	698
non-targeting_01081	non-targeting	10390	3193	2494	9049	4897	1499	1010
Dnajc10_-_80315809.23-P1P2	Dnajc10	12973	4515	3325	11245	6752	2092	1234
Ttc29_+_78213374.23-P1P2	Ttc29	14535	4679	3483	12945	7309	2163	1407
Fkbp4_+_128438575.23-P1P2	Fkbp4	6532	1892	1428	5754	3062	899	629
Hsf2_+_57486449.23-P1P2	Hsf2	14663	4371	3338	12026	7173	1844	1403
Ppif_+_25694257.23-P1P2	Ppif	8233	2611	1922	7297	4290	1128	810
Zfc3h1_-_115385030.23-P1P2	Zfc3h1	16609	4997	3763	14599	8510	2048	1548
Calr_-_84846792.23-P1P2	Calr	15985	5182	4205	13435	8156	2144	1603
Dnajc13_+_104262886.23-P1P2	Dnajc13	9017	2942	2297	8225	4906	1148	868
Hsf5_+_87617403.23-P1P2	Hsf5	1949	450	351	1759	1299	214	137
non-targeting_00541	non-targeting	7991	2732	2107	7116	4144	1104	847
Hspa13_+_75766733.23-P1P2	Hspa13	11208	3195	2433	9751	6431	1293	902
non-targeting_00284	non-targeting	5168	1768	1403	5076	2486	896	587
non-targeting_00008	non-targeting	14101	4920	3646	12376	7359	1919	1312
Ttc39b_+_83324154.23-P1P2	Ttc39b	6294	1737	1476	6356	4394	880	694
Cnot10_-_114640020.23-P1P2	Cnot10	18210	5556	3998	16989	9801	2373	1947
Sgta_-_81060160.23-P1P2	Sgta	7783	2254	1723	7171	3829	1008	677
Dnajb7_-_81407801.23-P1P2	Dnajb7	2932	1122	772	3159	1827	446	362
Unc45a_-_80340149.23-P1P2	Unc45a	1657	584	421	1629	1211	216	180
Serpinh1_+_99353046.23-P1P2	Serpinh1	7937	2268	1870	7252	4494	1017	786
non-targeting_01339	non-targeting	11288	2356	1772	9633	6004	1111	822
Ifit3_-_34583604.23-P1P2	Ifit3	3053	1050	863	2678	1328	444	402
non-targeting_01105	non-targeting	7544	2556	1858	6789	4348	1063	662
Ttc27_-_74717928.23-P1P2	Ttc27	13661	3933	2980	11817	6376	1425	1062
non-targeting_00262	non-targeting	13517	4342	3520	11693	6601	1706	1285
Pdia6_-_17266635.23-P1P2	Pdia6	17365	5210	3888	15800	7971	2056	1562
Hspa14_+_3512724.23-P1P2	Hspa14	11241	3722	2813	10296	5716	1743	1151
Dnajb14_+_137867991.23-P1P2	Dnajb14	12550	3565	2763	11778	6009	1563	1182
Prpf6_+_181601499.23-P1P2	Prpf6	8602	2416	1826	7242	4819	1082	799
non-targeting_00049	non-targeting	17117	5768	4420	15920	8772	2477	1795
Hspd1_+_55087696.23-P1P2	Hspd1	18414	4435	3313	14910	9079	1907	1321
Ttc37_+_76098824.23-P1P2	Ttc37	6294	2135	1733	5636	3097	878	584
non-targeting_01369	non-targeting	4599	1461	1093	3837	2407	661	401
Ptges3_+_128059047.23-P1P2	Ptges3	11588	3983	3235	10124	6055	1665	1186
Hspa12b_-_131127507.23-P1P2	Hspa12b	13116	3695	2771	11591	6959	1640	1159
Nudc_-_133545939.23-P1P2	Nudc	3222	943	686	1789	973	295	212
Gtf3c3_-_54438966.23-P1P2	Gtf3c3	8208	2175	1751	6724	3637	908	641
Fkbp1b_+_4841539.23-P1P2	Fkbp1b	2299	703	611	2028	1204	314	260
Ppig_+_69722832.23-P1P2	Ppig	7664	1843	1472	6363	4349	876	589
Rpap3_+_97705807.23-P1P2	Rpap3	12565	3834	2838	7767	3914	1086	834
St13_-_81399653.23-P1P2	St13	11667	3249	2524	10406	5476	1573	990
Ttc12_+_49486153.23-P1P2	Ttc12	11741	3274	2350	9946	5524	1257	928
non-targeting_01098	non-targeting	9103	2607	1909	8843	6211	1222	898
Fkbp10_-_100415778.23-P1P2	Fkbp10	11509	3089	2461	9561	5327	1420	959
Ttc37_-_76098833.23-P1P2	Ttc37	7842	2351	1789	6655	4105	1148	793
non-targeting_01586	non-targeting	11935	4074	3044	10440	5912	1849	1372
Hsfy2_-_56637195.23-P1P2	Hsfy2	19924	6070	4659	17538	9241	2740	1769
non-targeting_01091	non-targeting	14690	4582	3419	12244	7320	1997	1494
Dnajc4_+_6992577.23-P1P2	Dnajc4	13949	4658	3284	13567	7929	2308	1612
Cacybp_-_160212792.23-P1P2	Cacybp	11611	2978	2356	10162	5915	1249	934
Ppie_+_123139887.23-P1P2	Ppie	21731	6105	4549	19080	10071	2706	2072
Gtf3c3_-_54438940.23-P1P2	Gtf3c3	10880	2977	2474	7249	4007	879	755
Dnajc5g_+_31108557.23-P1P2	Dnajc5g	8291	2533	1998	7859	4557	1237	890
Nasp_+_116627291.23-P1P2	Nasp	10444	3026	2353	9407	4811	1414	979
non-targeting_01599	non-targeting	5180	1520	1074	4928	2954	738	485
Rapsn_+_91035629.23-P1P2	Rapsn	11816	3728	2770	10281	4915	1763	1258
Erp29_-_121452360.23-P1P2	Erp29	10141	3248	2503	8861	4591	1612	977
non-targeting_00040	non-targeting	5287	1777	1415	5183	3251	771	517
Ppil4_-_7792978.23-P1P2	Ppil4	2231	801	532	2125	1175	338	176
Dnajb9_-_44209870.23-P1P2	Dnajb9	11033	3824	2767	10389	6328	1803	1131
Dnajb4_-_152210280.23-P2	Dnajb4	13274	3679	2816	12199	6254	1527	1226
Dnajb1_-_83608281.23-P1P2	Dnajb1	8108	2719	2145	8037	4667	1369	928
Hyou1_-_44379599.23-P1P2	Hyou1	7590	2090	1531	6174	3396	871	642
Ptgds_-_25469718.23-P1P2	Ptgds	12287	3649	2764	10475	6255	1679	1127
Hsp90ab1_-_45573233.23-P1	Hsp90ab1	3266	1048	805	3012	1204	420	326
Pdcd11_+_47090778.23-P1P2	Pdcd11	17575	5570	4342	13792	8293	2347	1682
Dnajc17_+_119208581.23-P1P2	Dnajc17	13860	4221	3319	8147	5157	1303	1073
Hspa1l_-_34972811.23-P1P2	Hspa1l	2054	714	513	1661	1045	259	214
Erp29_-_121452329.23-P1P2	Erp29	10591	3019	2383	9099	5935	1332	943
Bag5_+_111713067.23-P1P2	Bag5	15713	4558	3502	14395	7766	2114	1640
non-targeting_01092	non-targeting	9108	2603	2079	7587	4774	1129	814
Prdx4_+_155338355.23-P1P2	Prdx4	15062	3948	3073	12926	7047	1725	1261
Nudcd2_+_40733917.23-P1P2	Nudcd2	6227	2189	1673	5756	3110	936	678
Hsp90ab1_+_45573238.23-P1	Hsp90ab1	4382	1315	990	3877	1993	548	356
Cct2_+_117063712.23-P1P2	Cct2	6737	2023	1591	6227	3532	944	682
Pex5_-_124415034.23-P1P2	Pex5	12368	3562	2780	11255	5889	1765	1128
Ttc39a_-_109407142.23-P1P2	Ttc39a	8223	2318	1730	7787	4462	1084	814
non-targeting_00534	non-targeting	2909	791	695	2889	1330	356	234
Ttc33_-_5185748.23-P1P2	Ttc33	7499	2299	1804	7189	3848	1159	740
Fkbp5_+_28486032.23-P1	Fkbp5	22290	6265	4750	19579	10566	2800	1924
Ttc21b_+_66256592.23-P1P2	Ttc21b	10651	2988	2441	10904	6722	1383	978
Xab2_+_3621242.23-P1P2	Xab2	11084	3193	2460	9580	5223	1490	945
Dnajb4_-_152209984.23-P2	Dnajb4	14716	3514	2634	13330	8215	1671	1170
Mcmbp_+_128740460.23-P1P2	Mcmbp	20627	6452	4756	16891	9764	2909	1944
Hspb7_-_141420821.23-P1P2	Hspb7	4037	1290	937	3558	2069	663	374
Nktr_-_121719240.23-P1P2	Nktr	11460	3586	2838	10364	6389	1666	1149
Hspbp1_+_4684897.23-P1P2	Hspbp1	10625	3317	2570	9065	5698	1332	1034
non-targeting_01118	non-targeting	1375	473	328	1163	987	251	148
Hspd1_-_55087788.23-P1P2	Hspd1	12604	3401	2764	11029	5829	1647	1243
Bag4_-_25785129.23-P1P2	Bag4	18029	5967	4641	17457	10097	2385	1862
Ttc28_+_110879866.23-P1P2	Ttc28	8044	2359	1838	8475	4149	1124	755
Tor1a_+_30967793.23-P1P2	Tor1a	18672	5531	4171	15869	9186	2466	1770
Txn1_-_57956273.23-P1P2	Txn1	7991	2269	1827	6759	3560	962	739
Hspa4_-_53300405.23-P1P2	Hspa4	19915	5314	3898	18654	10486	2425	1674
non-targeting_00024	non-targeting	10303	2773	2089	8611	5840	1155	920
Dcp1a_-_30479934.23-P1P2	Dcp1a	8577	2670	2089	7518	4577	1234	936
Lrrc6_-_66500874.23-P1P2	Lrrc6	7061	2164	1647	6484	4236	827	716
non-targeting_01071	non-targeting	8093	2199	1608	6538	3723	905	704
Agr3_+_35926129.23-P1P2	Agr3	684	223	154	731	482	92	60
Dnajc28_-_91618965.23-P1P2	Dnajc28	11607	3732	2762	10528	6140	1667	1230
Tanc1_+_59612150.23-P1P2	Tanc1	6664	1704	1239	6276	3587	953	619
Hspbp1_+_4684942.23-P1P2	Hspbp1	7462	2040	1672	7172	4285	927	765
Tor4a_-_25196726.23-P1P2	Tor4a	5014	1249	1031	4786	2669	650	447
Appbp2_-_85235027.23-P1P2	Appbp2	6857	1866	1418	6052	3088	938	591
Cdc16_-_13757776.23-P1P2	Cdc16	18431	5168	3815	16764	10054	2509	1752
Ttc16_+_32775162.23-P1P2	Ttc16	11474	3372	2590	10065	6021	1504	1072
Ttc24_+_88072027.23-P1	Ttc24	5873	1628	1272	5759	2939	707	507
Psmg1_+_95990870.23-P1P2	Psmg1	6484	1562	1309	5677	3568	758	539
Dnajc16_-_141790441.23-P1P2	Dnajc16	6649	1587	1247	5801	3212	730	468
Ttc12_-_49486168.23-P1P2	Ttc12	14111	4294	3208	12940	7472	1897	1368
Dnajb5_-_42949927.23-P1P2	Dnajb5	10417	3369	2504	8711	5418	1334	976
Chordc1_-_18292317.23-P1P2	Chordc1	7219	2124	1645	6694	3323	942	638
Cct6a_-_129787441.23-P1P2	Cct6a	9587	2549	1839	8962	4945	1080	723
non-targeting_01610	non-targeting	12279	3889	3087	11292	6780	1682	1292
Sacs_+_61172997.23-P1P2	Sacs	17439	5212	3992	16230	9227	2418	1686
non-targeting_00568	non-targeting	6026	1936	1492	5519	3705	867	606
non-targeting_00573	non-targeting	3792	1082	930	3160	1493	447	304
Gtf3c3_+_54438905.23-P1P2	Gtf3c3	16602	3911	3099	11699	7669	1352	1054
Aarsd1_-_101424599.23-P2	Aarsd1	8459	2998	2455	8678	4821	1145	843
Hsp90ab1_-_45569765.23-P2	Hsp90ab1	5071	1715	1398	4602	3150	751	569
Edem3_-_151755374.23-P1P2	Edem3	16718	4338	3224	14254	8724	1827	1323
P4ha2_+_54113385.23-P2	P4ha2	179	54	41	163	87	18	32
non-targeting_00045	non-targeting	8104	2556	2080	7685	5843	1257	819
Hspa14_-_3512722.23-P1P2	Hspa14	6544	2358	1640	6324	3301	954	674
Dnajc24_-_106003218.23-P1P2	Dnajc24	9942	3463	2696	9791	5673	1497	1031
non-targeting_01080	non-targeting	10475	3321	2401	9141	5057	1643	1007
Ppib_-_66060295.23-P1P2	Ppib	4157	1478	1128	4289	2314	680	500
Dnajc30_-_135064315.23-P1P2	Dnajc30	16162	4625	3512	14081	9717	2047	1500
non-targeting_00856	non-targeting	5758	1475	1236	5330	2973	719	459
Ppig_+_69722828.23-P1P2	Ppig	17162	4532	3481	14884	8431	1993	1462
Nudcd3_-_6200151.23-P1P2	Nudcd3	10686	2855	2102	8614	5225	1213	892
Fkbp11_-_98728150.23-P1P2	Fkbp11	18323	5132	3721	16334	10041	2552	1697
Xab2_-_3621256.23-P1P2	Xab2	13556	3396	2617	10295	5472	1305	933
Tmx3_-_90510222.23-P1P2	Tmx3	13011	3553	2539	11787	6574	1761	1111
Hspa1b_+_34959239.23-P1P2	Hspa1b	12265	3882	2975	10364	5202	1673	1184
Dnajc21_+_10470309.23-P1P2	Dnajc21	5613	692	533	5515	3155	277	205
Dnajc30_-_135064294.23-P1P2	Dnajc30	7837	2515	1863	7642	4679	1196	782
Trap1_+_4077415.23-P1P2	Trap1	7830	2741	1986	7303	4191	1367	788
Grpel2_+_61726125.23-P1P2	Grpel2	18598	5711	4216	16694	9409	2583	1835
Ttc9b_+_27653969.23-P1P2	Ttc9b	16590	4486	3171	14649	9016	2050	1628
Dcp1b_-_119175346.23-P1P2	Dcp1b	8314	2736	2180	7639	4736	1150	878
Erp29_-_121452332.23-P1P2	Erp29	5164	1374	1111	4778	3002	644	498
Ctr9_-_111029016.23-P1P2	Ctr9	17955	5302	4211	15669	9543	2257	1818
Clpb_-_101663766.23-P1P2	Clpb	10554	3075	2351	9375	4900	1388	1074
non-targeting_01324	non-targeting	5143	1709	1296	4623	2688	782	527
Cct6a_+_129787669.23-P1P2	Cct6a	9294	2997	2283	6457	4065	1007	768
Dnajc16_-_141790647.23-P1P2	Dnajc16	5141	1787	1315	4664	2256	691	474
Psmg4_-_34163506.23-P1P2	Psmg4	3380	1182	946	3184	2141	500	311
non-targeting_01356	non-targeting	7531	2256	1564	7688	4787	1012	778
Txndc12_+_108834754.23-P1P2	Txndc12	11847	3229	2416	9898	5643	1351	1015
Hspa8_-_40801448.23-P1	Hspa8	10393	3464	2538	8688	4579	1318	926
Psmd2_-_20651719.23-P1P2	Psmd2	11519	3079	2408	5014	3417	766	546
Erlec1_+_30954314.23-P1P2	Erlec1	9100	2183	1683	7691	4183	925	608
Fkbp8_-_70528102.23-P1P2	Fkbp8	13775	4455	3485	12841	6952	1876	1365
Nudcd1_+_44427875.23-P1P2	Nudcd1	17595	5790	4842	14577	7699	2259	1670
Hspd1_+_55087838.23-P1P2	Hspd1	4703	1493	1068	3953	2443	658	460
Pfdn2_+_171345933.23-P1P2	Pfdn2	2764	863	701	2194	1715	310	257
Txnrd1_-_82859456.23-P1P2	Txnrd1	3650	1132	908	2712	2552	448	360
Hspa5_-_34772127.23-P1P2	Hspa5	9945	3087	2441	5919	3305	934	640
Zc3h7b_+_81745106.23-P1P2	Zc3h7b	7601	2392	1720	7009	3711	1235	781
Trap1_+_4077807.23-P1P2	Trap1	4328	1332	1111	4428	2854	638	434
non-targeting_00041	non-targeting	4175	1422	1043	3696	1794	507	454
Unc45b_-_82911305.23-P1P2	Unc45b	7558	2136	1706	6625	3429	883	685
Hscb_-_110839735.23-P1P2	Hscb	3864	1032	795	3482	2189	476	277
Ttc9b_-_27654300.23-P1P2	Ttc9b	12022	2928	2160	9992	5592	1269	901
Ahsa1_-_87266769.23-P1P2	Ahsa1	11361	3262	2549	10143	5739	1412	1050
Lonrf1_+_36249468.23-P1P2	Lonrf1	15863	3892	2825	13860	8177	1879	1345
non-targeting_00289	non-targeting	11175	2895	2184	9830	5428	1268	815
Hsph1_+_149636203.23-P1P2	Hsph1	16856	4608	3361	15725	9481	2061	1619
P4ha3_-_100285732.23-P1P2	P4ha3	9723	2731	2045	8197	4999	1256	770
Hspbp1_-_4684882.23-P1P2	Hspbp1	9971	2995	2233	9910	5910	1358	1097
Ttc37_-_76098994.23-P1P2	Ttc37	9697	2769	2117	8392	4630	1243	850
Tor3a_+_156674307.23-P1P2	Tor3a	5773	1619	1280	5613	3047	779	467
Tanc1_+_59612123.23-P1P2	Tanc1	8498	2205	1599	7924	4664	943	811
Ppig_+_69722800.23-P1P2	Ppig	13725	4492	3439	10944	6729	2083	1357
Hsf4_+_105269897.23-P1P2	Hsf4	6539	1796	1341	6579	3596	895	647
Hspb8_-_116422804.23-P1P2	Hspb8	10607	3330	2607	10078	5929	1705	1135
Fkbp4_+_128438485.23-P1P2	Fkbp4	17698	4981	4077	16174	10109	2166	1572
Cct3_+_88297351.23-P1P2	Cct3	15641	5497	4153	10059	6356	1779	1401
non-targeting_01104	non-targeting	6893	2264	1716	6245	3482	1060	716
non-targeting_01088	non-targeting	9144	2527	2049	9033	5404	1128	665
Hspa5_-_34772098.23-P1P2	Hspa5	10850	3036	2409	5667	3829	949	591
Gpsm2_-_108722144.23-P1P2	Gpsm2	6043	1898	1540	6422	3155	917	599
Bcs1l_+_74588368.23-P1P2	Bcs1l	6872	2174	1572	5509	3545	1061	618
Ppp5c_+_17027827.23-P1P2	Ppp5c	14802	4077	3017	13285	7026	1861	1353
Cdc16_-_13757717.23-P1P2	Cdc16	13809	3762	2649	14149	7327	1900	1350
Ttc19_-_62281510.23-P1P2	Ttc19	7931	2779	2132	7130	3920	1174	881
non-targeting_00038	non-targeting	5333	2004	1486	4949	2969	682	518
Ncf2_-_152808217.23-P1P2	Ncf2	21033	6280	4788	19318	10814	2948	1893
Bag6_-_35135241.23-P1P2	Bag6	13535	3945	3026	12622	7258	1848	1385
Fkbp6_-_135349973.23-P1P2	Fkbp6	12299	3142	2410	11027	6734	1457	1126
non-targeting_00018	non-targeting	8280	2724	2083	6701	4648	1166	830
Fkbp3_-_65073721.23-P1P2	Fkbp3	14139	3376	2532	10990	7141	1481	1195
non-targeting_00840	non-targeting	10816	3204	2326	9829	6516	1249	1089
Hsf1_+_76477467.23-P1P2	Hsf1	5042	1664	1388	4888	2604	787	470
Hspa2_+_76404265.23-P1P2	Hspa2	13140	3169	2335	12014	7391	1374	1141
non-targeting_00530	non-targeting	17800	5047	3970	15460	8657	2174	1526
Psmg4_+_34163040.23-P1P2	Psmg4	10044	3026	2413	8951	4613	1142	809
Fkbp11_-_98728095.23-P1P2	Fkbp11	1700	606	484	1777	845	284	230
Clu_+_65968685.23-P1	Clu	11547	3660	2893	9991	5868	1507	1155
Hsf5_-_87617226.23-P1P2	Hsf5	9892	2644	2041	9633	6055	1210	872
non-targeting_00251	non-targeting	11410	3237	2437	11035	6269	1541	1046
non-targeting_00830	non-targeting	9588	2744	2192	10022	5730	1366	932
Erp44_-_48279575.23-P1P2	Erp44	2679	928	719	2042	1001	425	242
Dnajb7_-_81408238.23-P1P2	Dnajb7	10488	3439	2656	11248	5826	1517	1095
Hspa14_-_3512708.23-P1P2	Hspa14	12403	4098	3241	11257	6724	1830	1255
Atad3a_+_155760968.23-P1P2	Atad3a	10334	3323	2706	9021	4715	1648	1261
Sugt1_-_79587866.23-P1P2	Sugt1	12827	3785	2881	11618	5952	1649	1249
Ttc37_-_76098874.23-P1P2	Ttc37	6001	1939	1504	5421	3398	844	620
Hspb1_-_135887966.23-P1P2	Hspb1	1774	577	438	1731	1147	238	208
Tor1b_+_30953058.23-P1P2	Tor1b	9712	2854	2068	8112	4639	1188	845
non-targeting_01584	non-targeting	13917	4646	3647	13564	7509	2001	1473
Ifit1_-_34641098.23-P1P2	Ifit1	4639	1387	1171	3878	2502	664	527
Appbp2_+_85235057.23-P1P2	Appbp2	2207	708	547	2236	1057	323	204
Faxc_-_21931366.23-P1P2	Faxc	9237	2331	1781	8113	4671	1157	672
non-targeting_01354	non-targeting	10849	3857	2746	10622	6457	1631	1367
Pex5_+_124415023.23-P1P2	Pex5	19741	5200	4016	18071	11321	2383	1862
Plod2_+_92542315.23-P1P2	Plod2	11902	3435	2722	10389	5835	1571	1166
Klc1_+_111758962.23-P1P2	Klc1	12678	3708	2823	11032	6086	1725	1091
Hspa1l_-_34972862.23-P1P2	Hspa1l	19639	6781	5142	16888	8350	2825	2081
Zfc3h1_+_115385207.23-P1P2	Zfc3h1	10606	3095	2406	10068	5946	1476	1037
non-targeting_01115	non-targeting	11128	2762	2032	9857	5334	1262	939
Pex5_+_124415008.23-P1P2	Pex5	11379	2557	1912	9015	5214	1231	935
Ttc16_+_32775172.23-P1P2	Ttc16	3523	1037	879	3028	1905	474	323
Ifit1_-_34640930.23-P1P2	Ifit1	10519	3260	2509	9509	5872	1300	987
Mzb1_-_35649323.23-P1P2	Mzb1	13991	4509	3742	13147	6889	2119	1380
Wdtc1_+_133338994.23-P1P2	Wdtc1	9833	3221	2436	9025	5124	1472	1087
Clpx_+_65294439.23-P1P2	Clpx	4498	1163	909	3949	2253	621	355
Afg3l2_-_67448931.23-P1P2	Afg3l2	3423	873	644	2655	1834	376	292
Ero1lb_-_12565927.23-P1P2	Ero1lb	6467	1873	1479	5853	3038	940	601
Fkbp8_-_70528049.23-P1P2	Fkbp8	9133	1930	1639	7660	4103	955	704
Ttc39b_+_83324098.23-P1P2	Ttc39b	6227	2073	1621	5318	3433	920	715
non-targeting_00574	non-targeting	7018	2249	1701	6370	3425	1069	627
non-targeting_00000	non-targeting	5952	1917	1432	6510	3268	909	494
Ppig_+_69723082.23-P1P2	Ppig	13395	3832	2958	11090	6681	1535	1176
Dnaja3_-_4684136.23-P1P2	Dnaja3	10671	3189	2442	10160	5889	1382	924
non-targeting_00276	non-targeting	6412	1784	1421	6695	3770	886	609
Dnajc27_-_4082650.23-P1P2	Dnajc27	16581	5130	3936	13682	7398	2177	1725
Dnajc10_-_80315778.23-P1P2	Dnajc10	13981	4276	3213	12029	7646	1914	1340
Hspb6_-_30553337.23-P1P2	Hspb6	17115	5784	4579	13281	7698	2472	1737
Ttc29_+_78213525.23-P1P2	Ttc29	7503	2213	1827	7017	4045	1030	856
Bag3_-_128523791.23-P1P2	Bag3	11571	3629	2858	10690	5638	1497	1072
non-targeting_00540	non-targeting	7912	2158	1659	6644	4717	845	607
P4ha1_-_59323399.23-P1P2	P4ha1	13793	3779	2850	11538	6702	1829	1205
non-targeting_00010	non-targeting	11153	3346	2532	9346	5679	1485	1114
Pdia2_-_26196979.23-P2	Pdia2	7003	1815	1436	6188	3676	736	630
non-targeting_01612	non-targeting	18020	5629	4162	15693	8779	2252	1620
Cdc23_-_34651669.23-P1P2	Cdc23	11006	2940	2262	9910	5683	1395	1030
Ifit1_+_34640997.23-P1P2	Ifit1	10193	3459	2777	9383	5346	1753	1146
Atad3a_+_155761033.23-P1P2	Atad3a	10230	2730	2142	8741	4943	1349	774
Clpx_-_65294394.23-P1P2	Clpx	10055	3967	2977	9446	5150	1711	1144
Dnajc14_+_128805670.23-P1P2	Dnajc14	11935	3755	2888	9597	5193	1490	1078
Nudcd1_+_44427648.23-P1P2	Nudcd1	16700	5626	4231	14762	8750	2426	1761
Ppid_-_79591422.23-P1P2	Ppid	5145	1525	1065	5014	2693	770	493
Tor1b_+_30953000.23-P1P2	Tor1b	15370	5098	3713	13161	7448	2128	1589
Ppia_+_6416054.23-P1P2	Ppia	2545	637	477	2190	1218	287	229
Tmx4_-_134643984.23-P1P2	Tmx4	9758	2316	1866	8043	5196	931	731
Fkbp9_+_56832175.23-P1P2	Fkbp9	12907	4000	3139	11685	6434	1757	1401
Cacybp_-_160212782.23-P1P2	Cacybp	12305	2458	1832	10882	5289	858	666
Ift88_+_57424151.23-P1P2	Ift88	14111	3881	2997	12643	7205	1669	1230
Noxa1_-_25094930.23-P1P2	Noxa1	5849	1792	1417	5698	3311	711	550
non-targeting_00843	non-targeting	5092	1464	1163	4693	2926	600	522
Fkbp1a_+_151542653.23-P1P2	Fkbp1a	13951	4440	3315	13214	7222	1729	1418
non-targeting_01329	non-targeting	8333	3048	2265	7392	4175	1279	865
Itgb1bp2_+_101449136.23-P1P2	Itgb1bp2	5333	1829	1501	4769	2678	838	567
Psmg2_-_67641642.23-P1P2	Psmg2	14633	4591	3512	14625	8443	2255	1514
Cdc27_-_104550098.23-P1P2	Cdc27	12443	3555	2663	11939	6797	1614	1042
Dnajc15_+_77874882.23-P1P2	Dnajc15	13409	3852	2943	12691	6699	1801	1257
Cbl_-_44233954.23-P1P2	Cbl	17800	5034	3799	16460	9509	2257	1728
Psmg4_-_34163026.23-P1P2	Psmg4	3519	1052	808	3020	1735	545	257
Noxa1_+_25095168.23-P1P2	Noxa1	10568	3887	2894	9180	5781	1635	1133
Ttc9c_-_8819232.23-P1P2	Ttc9c	8347	2699	2049	7813	4425	1132	880
Fkbp7_+_76673049.23-P1P2	Fkbp7	6053	1716	1192	5338	2913	747	513
non-targeting_00296	non-targeting	482	145	134	485	128	60	42
Dnajc27_-_4082680.23-P1P2	Dnajc27	15289	4290	3333	14638	8182	1833	1390
Dnajc5_+_181520573.23-P1P2	Dnajc5	13294	3870	2902	11088	6328	1614	1276
non-targeting_00539	non-targeting	9279	2881	2225	9135	5145	1319	923
Psmg1_+_95990886.23-P1P2	Psmg1	12925	3761	2866	11949	6743	1979	1273
non-targeting_00047	non-targeting	6293	1856	1533	5963	4091	862	668
Dnajb9_+_44210056.23-P1P2	Dnajb9	10902	2969	2369	10223	5663	1375	1040
Txndc12_+_108834734.23-P1P2	Txndc12	15558	4595	3647	14511	8380	2105	1546
